text_headline,text_sentence,bias_label
북한 최룡해 상임위원장 몽골 대사와 담화,평양 조선중앙통신 연합뉴스 김정은 북한 국무위원장의 위임에 따라 최룡해 최고인민회의 상임위원장이 지난 29일 만수대의사당에서 에르덴다바 몽골특명전권대사로부터 신임장을 받고 대사와 친선적인 분위기속에서 담화했다고 조선중앙통신이 30일 보도했다.,0.0004297775397586195
북한 최룡해 상임위원장 몽골 대사와 담화,평양 조선중앙통신 연합뉴스 김정은 북한 국무위원장의 위임에 따라 최룡해 최고인민회의 상임위원장이 지난 29일 만수대의사당에서 에르덴다바 몽골특명전권대사로부터 신임장을 받고 대사와 친선적인 분위기속에서 담화했다고 조선중앙통신이 30일 보도했다.,0.0004297775397586195
북한 지방발전 20×10 정책 관철 선전화 제작,평양 조선중앙통신 연합뉴스 김정은 북한 국무위원장이 제시한 지방발전 20×10 정책 관철을 위한 선전화를 새로 제작했다고 조선중앙통신이 30일 보도했다.,0.0004332265744311495
북한 지방발전 20×10 정책 관철 선전화 제작,평양 조선중앙통신 연합뉴스 김정은 북한 국무위원장이 제시한 지방발전 20×10 정책 관철을 위한 선전화를 새로 제작했다고 조선중앙통신이 30일 보도했다.,0.0004332265744311495
국제대회서 인공기 게양 가능해져…북한 도핑 준수국 복귀,세계반도핑기구 규약 비준수 리스트에서 북한 제외 항저우 아시안게임 폐회식 들어서는 인공기 연합뉴스 자료사진 서울 연합뉴스 이상현 기자 북한이 세계반도핑기구 WADA 의 규약 준수국 지위를 회복했다. 30일 WADA에 따르면 기구는 최근 배포한 보도자료에서 북한 반도핑위원회를 규약 비준수 단체 리스트에서 제외했다고 밝혔다. 이는 북한 반도핑위원회가 국제규범을 지키지 않아 지난 2021년 10월 비준수 단체로 지정된 지 2년여만이다. WADA 산하 규정준수검토위원회 CRC 는 최근 제출된 북한의 자료를 검토한 결과 규약 준수국 복귀를 위한 조건이 성공적으로 달성됐다고 평가했다. 다만 WADA는 북한 측 이행 조치를 구체적으로 설명하지는 않았다. 앞서 WADA는 코로나19 대유행을 이유로 국경을 봉쇄한 북한이 국제 반도핑 규범을 따르지 않자 규약 비준수 단체로 지정했고 제재 조치로 올림픽·패럴림픽을 제외한 국제대회에서 북한 국기의 게양이 금지됐다. 그런데도 지난해 9월 항저우 아시안게임에서 인공기가 게양되자 아시아올림픽평의회 OCA 에 벌금 50만 달러 약 6억5천만원 가 부과되기도 했다. 북한의 WADA 규약 준수국 지위를 회복하면서 국제대회 인공기 게양도 가능해질 전망이다.,0.000489727557959663
북한 서해로 순항미사일 발사…일주일 새 세 차례,앵커 북한이 또다시 서해상에서 순항미사일을 발사했습니다. 합동참모본부는 미상의 순항미사일 수 발을 포착하고 정확한 제원을 분석하고 있습니다. 북한은 일주일 새 세 번이나 순항미사일을 발사하면서 신형 미사일을 완성하려는 것으로 보입니다. 최지원 기자입니다. 기자 합참은 북한이 서해상으로 발사한 미상의 순항미사일 수 발을 포착했다 고 밝혔습니다. 동해상에서 신형 잠수함발사순항미사일 불화살 3 31 을 시험했다고 밝힌 지 이틀만이자 일주일 새 세 번째 도발입니다. 이성준 합참 공보실장 북측 서해상으로 발사된 미상 순항미사일 수발을 포착하였으며 한미 정보당국이 정밀 분석 중에 있습니다. 북한은 지난 24일 평양 인근 남포 일대에서 서해상으로 불화살 3 31 을 발사했고 지난 28일에는 동쪽 신포 일대의 해상에서 신형 순항미사일을 시험했습니다. 북한이 동서해를 오가며 순항미사일을 시험하고 있는 겁니다. 군 당국자는 이번 순항미사일이 지난번 발사된 것보다 더 넓은 면적의 타원형 궤도를 보였다며 북한이 주장한 정상 거리를 날았다 고 설명했습니다. 기존 순항미사일인 화살 1형의 사거리가 1 500㎞ 이상인 점을 고려하면 이번 미사일도 1 500㎞ 이상 비행한 것으로 보입니다. 군 당국자는 순항미사일의 성능 개량 시험에 무게를 두고 있다 며 기존 화살 1형과 2형의 개량형일 가능성도 있다 고 전했습니다. 전문가들은 북한이 신형 미사일 개발과정에 따라 시험단계를 밟아가고 있다고 분석했습니다. 오경섭 통일연구원 기조실장 여러 가지 기술적 문제를 정밀 분석하기 위해서는 당연히 시험발사해서 순항미사일이 최대의 성능을 내고 있는지를 확인할 필요가 있기 때문에… 군은 한미 공조하에 제원을 정밀 분석하며 북한의 추가 동향을 주시하고 있습니다. 연합뉴스TV 최지원입니다.,0.0005010209708957089
속보 북한 이틀 만에 또 순항미사일 여러 발 발사,북한이 지난 28일 동해상에서 발사했다고 주장한 신형 잠수함발사전략순항미사일 SLCM ‘불화살 3 31형’. 조선중앙TV 뉴시스 합동참모본부는 30일 “오전 7시쯤 북측 서해상으로 발사한 미상 순항미사일 수 발을 포착했다”고 밝혔다. 북한이 지난 28일 신포 앞 바다에서 순항미사일 2발을 발사한지 이틀만에 추가 도발에 나선 것이다. 합참은 이날 “육상인지 해상인지 발사 위치를 분석 ”이라고 했다.,0.0005369267224143246
북한 또 순항미사일 발사…일주일 사이 3번 도발,앵커 북한이 또 순항미사일을 발사했습니다. 일주일 사이 서해와 동해에서 순항미사일 세 번을 발사하며 도발을 이어가고 있습니다. 임종빈 기자가 보도합니다. 리포트 합동참모본부는 오늘 오전 7시 북한 서해상에서 순항미사일 여러 발을 포착했다고 밝혔습니다. 그제 신포 인근에서 잠수함 발사 순항미사일을 발사한지 이틀만입니다. 북한은 지난 24일에도 서해상으로 순항미사일을 발사했는데 일주일 사이 3번이나 순항미사일을 발사하며 도발에 나선 겁니다. 군 감시자산에 포착된 이번 미사일의 비행 거리는 1 500km 2 000km 정도인 것으로 전해졌습니다. 북한은 지난해 순항미사일 화살 1형과 2형을 시험 발사하며 비행 거리를 각각 1 500km와 1 800km로 설정했다고 주장한 바 있습니다. 군 관계자는 이번 미사일이 북한이 주장했던 정상거리로 비행했다며 기존 미사일의 성능 개량을 위한 발사로 보인다고 설명했습니다. 한미 정보당국은 미사일의 발사 장소와 경로 등을 정밀 분석하고 있습니다. 앞서 북한은 그제 발사한 순항미사일이 불화살 3 31형 이며 잠수함 발사 순항미사일이라고 주장했습니다. 그러면서 미사일이 2시간 넘게 비행해 목표물에 정확하게 명중했다고 주장했습니다. 하지만 우리 군 당국은 실제 비행거리는 훨씬 짧았다며 북한 발표가 과장됐을 가능성에 무게를 두고 있습니다. 순항미사일은 탄도미사일보다 속도는 느리지만 낮은 고도로 비행하며 레이더망을 피하고 다양한 선회·회피기동이 가능해 탐지와 요격이 쉽지 않은 것으로 알려졌습니다. KBS 뉴스 임종빈입니다.,0.0008328317907510125
북한 또 순항미사일 발사…일주일 사이 3번 도발,앵커 북한이 또 순항미사일을 발사했습니다. 일주일 사이 서해와 동해에서 순항미사일 세 번을 발사하며 도발을 이어가고 있습니다. 임종빈 기자가 보도합니다. 리포트 합동참모본부는 오늘 오전 7시 북한 서해상에서 순항미사일 여러 발을 포착했다고 밝혔습니다. 그제 신포 인근에서 잠수함 발사 순항미사일을 발사한지 이틀만입니다. 북한은 지난 24일에도 서해상으로 순항미사일을 발사했는데 일주일 사이 3번이나 순항미사일을 발사하며 도발에 나선 겁니다. 군 감시자산에 포착된 이번 미사일의 비행 거리는 1 500km 2 000km 정도인 것으로 전해졌습니다. 북한은 지난해 순항미사일 화살 1형과 2형을 시험 발사하며 비행 거리를 각각 1 500km와 1 800km로 설정했다고 주장한 바 있습니다. 군 관계자는 이번 미사일이 북한이 주장했던 정상거리로 비행했다며 기존 미사일의 성능 개량을 위한 발사로 보인다고 설명했습니다. 한미 정보당국은 미사일의 발사 장소와 경로 등을 정밀 분석하고 있습니다. 앞서 북한은 그제 발사한 순항미사일이 불화살 3 31형 이며 잠수함 발사 순항미사일이라고 주장했습니다. 그러면서 미사일이 2시간 넘게 비행해 목표물에 정확하게 명중했다고 주장했습니다. 하지만 우리 군 당국은 실제 비행거리는 훨씬 짧았다며 북한 발표가 과장됐을 가능성에 무게를 두고 있습니다. 순항미사일은 탄도미사일보다 속도는 느리지만 낮은 고도로 비행하며 레이더망을 피하고 다양한 선회·회피기동이 가능해 탐지와 요격이 쉽지 않은 것으로 알려졌습니다. KBS 뉴스 임종빈입니다.,0.0008328317907510125
북한 또 순항미사일 발사…일주일 사이 3번 도발,앵커 북한이 또 순항미사일을 발사했습니다. 일주일 사이 서해와 동해에서 순항미사일 세 번을 발사하며 도발을 이어가고 있습니다. 임종빈 기자가 보도합니다. 리포트 합동참모본부는 오늘 오전 7시 북한 서해상에서 순항미사일 여러 발을 포착했다고 밝혔습니다. 그제 신포 인근에서 잠수함 발사 순항미사일을 발사한지 이틀만입니다. 북한은 지난 24일에도 서해상으로 순항미사일을 발사했는데 일주일 사이 3번이나 순항미사일을 발사하며 도발에 나선 겁니다. 군 감시자산에 포착된 이번 미사일의 비행 거리는 1 500km 2 000km 정도인 것으로 전해졌습니다. 북한은 지난해 순항미사일 화살 1형과 2형을 시험 발사하며 비행 거리를 각각 1 500km와 1 800km로 설정했다고 주장한 바 있습니다. 군 관계자는 이번 미사일이 북한이 주장했던 정상거리로 비행했다며 기존 미사일의 성능 개량을 위한 발사로 보인다고 설명했습니다. 한미 정보당국은 미사일의 발사 장소와 경로 등을 정밀 분석하고 있습니다. 앞서 북한은 그제 발사한 순항미사일이 불화살 3 31형 이며 잠수함 발사 순항미사일이라고 주장했습니다. 그러면서 미사일이 2시간 넘게 비행해 목표물에 정확하게 명중했다고 주장했습니다. 하지만 우리 군 당국은 실제 비행거리는 훨씬 짧았다며 북한 발표가 과장됐을 가능성에 무게를 두고 있습니다. 순항미사일은 탄도미사일보다 속도는 느리지만 낮은 고도로 비행하며 레이더망을 피하고 다양한 선회·회피기동이 가능해 탐지와 요격이 쉽지 않은 것으로 알려졌습니다. KBS 뉴스 임종빈입니다.,0.0008328317907510125
북한 평양지방 격차 해소에 총력…총책은 조용원 당 조직비서,앵커 북한은 최근 순항미사일을 연거푸 쏘며 정세 긴장 수위를 높이면서도 내부적으로는 평양과 지방 간 격차 해소에 총력을 쏟고 있습니다. 지방 발전을 위한 추진위원회까지 만들었다고 하는데요. 김정은 국무위원장 최측근인 조용원 노동당 조직비서가 위원회 총책입니다. 지성림 기자입니다. 기자 북한은 지방 발전을 위한 비상설 중앙추진위원회 가 구성돼 정식 업무에 돌입했다고 밝혔습니다. 지방 발전 추진위원회 총책임자는 김정은의 최측근인 조용원 노동당 조직비서가 맡았습니다. 북한 당국이 이처럼 지역 발전에 사활을 거는 것은 지방 주민들의 커가는 불만을 의식했기 때문으로 보입니다. 김정은은 새해 들어 최고인민회의와 노동당 정치국 확대회의 등 주요 계기 때마다 평양과 지방 간 격차 해소를 강조했습니다. 김정은 북한 국무위원장 전국적 판도에서 지역 인민들의 초보적인 물질·문화 생활 수준을 한 계단 비약시키려는 우리 당의 이 정책을 지방 발전 20×10 정책 으로 명명하고 강력하게 추진하자고 합니다. 김정은의 구상은 전역의 모든 시·군에 현대적인 지방공업 공장을 건설하는 것을 목표로 1년에 20개 시·군씩 10년 동안 추진한다는 겁니다. 하지만 북한이 지방 발전 계획을 달성하기 위해 필요한 자원을 확보하는 건 쉽지 않아 보입니다. 통일부 당국자는 북한이 기존 5개년 계획의 분야별 과업도 수행해야 한다며 이를 고려하면 지방공장 건설과 운영에 충분한 재정·설비·자재를 뒷받침할 수 있을지 미지수 라고 지적했습니다. 평양 공화국 이란 말이 생겨날 정도로 평양과 지방 간 격차는 김일성·김정일 정권 때부터 북한 당국의 골칫거리였습니다. 식량 배급이나 주거·교육·의료 인프라 서비스 등 모든 분야에서 평양과 지방 간 불평등은 지속해서 악화했습니다. 연합뉴스TV 지성림입니다.,0.0010669957264815328
북한 서해로 순항미사일 발사‥이틀 만에 또 도발,뉴스외전 앵커 북한이 오늘 오전 서해상에서 순항미사일 여러 발을 발사했습니다. 동해상에서 순항미사일을 쏜 지 이틀 만인데요. 이달 들어서만 벌써 3번째로 순항미사일을 쏘며 성능 개량 시험에 나선 것으로 보입니다. 이덕영 기자입니다. 리포트 북한이 오늘 오전 7시쯤 서해상으로 순항미사일 여러 발을 발사해 우리 군에 포착됐습니다. 이성준 합동참모본부 공보실장 우리 군은 감시 및 경계태세를 강화한 가운데 미측과 긴밀하게 공조하고 있으며 북한의 활동을 면밀히 주시하고 있습니다. 북한의 순항미사일 발사는 지난 28일 이후 이틀 만으로 이달 들어 3번째 발사입니다. 앞서 북한은 지난 24일에는 서해를 향해 지상에서 순항미사일을 쐈습니다. 또 지난 28일에는 동해 신포 일대 앞바다에서 순항미사일을 발사했습니다. 당시 잠수함에서 직접 발사한 것인지 해상 바지선에서 발사한 것인지는 확인되지 않았습니다. 전략핵공격잠수함에서 발사할 수 있는 순항미사일을 시험 중인 것으로 보입니다. 발사 플랫폼을 바꿔가며 동·서해에서 잇따라 순항미사일을 쏘고 있는데 북한이 개발 중인 신형 순항미사일 불화살 3 31의 성능개량을 위한 시험을 계속하고 있는 것으로 분석됩니다. 특히 오늘 쏜 순항미사일은 원 모양 등의 궤도를 그렸던 이전과 달리 1천500 2천km를 정상 비행한 것으로 합참은 보고 있습니다. 순항미사일 발사는 유엔 안보리 제재 대상이 아니어서 북한의 시험발사를 제지할 수 없습니다. 이런 가운데 북한은 소형 핵탄두를 탑재할 수 있는 순항미사일 개발에 적극 나서고 있고 김정은 국무위원장 역시 해군의 핵무장화를 강조하고 있습니다. MBC뉴스 이덕영입니다. MBC 뉴스는 24시간 여러분의 제보를 기다립니다.,0.0013201676477543895
북한 서해상으로 순항미사일 여러 발 발사…이틀 만에 도발,김정은 북한 국무위원장이 지난 28일 오전 새로 개발된 잠수함발사전략순항미사일 불화살 3 31형 의 시험발사를 지도했다고 조선중앙TV가 29일 보도했다. 조선중앙TV 화면 국내에서만 사용가능. 재배포 금지. For Use Only in the Republic of Korea. No Redistribution 연합뉴스 북한이 이틀 만에 또 서해상으로 순항미사일 발사를 감행했다. 30일 합동참모본부는 북한이 이날 오전 7시쯤 북측 서해상으로 발사한 순항미사일 수 발을 포착했다 고 밝혔다. 이는 잠수함발사순항미사일 SLCM 불화살 3 31 도발 이후 이틀 만이다. 합참은 한미 정보당국이 정밀분석 중에 있다 며 우리 군은 감시 및 경계를 강화한 가운데 미측과 긴밀하게 공조하고 있으며 북한의 활동을 면밀히 주시하고 있다 고 덧붙였다. 앞서 지난 24일 북한은 신형 잠수함발사순항미사일 SLCM 불화살 3 31 순항미사일을 서해에서 28일에는 같은 미사일을 함경남도 신포에서 잠수함발사전략순항미사일 으로 발사했다고 밝힌 바 있다. 이튼날 북한은 공식매체를 통해 시험 발사한 것이라고 주장했다.,0.0019237687832819985
평양돋보기 북한 겨울나기 스키장 홍보하지만 주민은 추위에,앵커멘트 요즘 같이 매서운 추위에 북한 주민들은 어떻게 겨울을 보내고 있을까요 평양돋보기에서 강재묵 기자와 얘기 나눠보겠습니다. 질문1 강 기자 북한이 우리보다 북쪽인 만큼 훨씬 추울텐데 얼마나 춥습니까 답변 네 다들 한파로 고생하셨을 지난 주 날씨로 비교해봤습니다. 우리나라가 영하 10도 전후의 기온을 기록할 때 북한에서는 영하 30도에 임박하는 지역까지 확인됐는데요. 평양의 1월 평균 기온이 영하 10도 안팎으로 알려져 있거든요. 우리가 한파라고 표현하는 수준의 추위가 일상이다 라고 이해해 주시면 될 것 같습니다. 질문2 최근 김정은 국무위원장은 지방에 생필품이 제대로 공급이 안되고 있다고 지적을 했는데요. 그러면 평양이 아닌 지방에 거주하는 주민들은 겨울나기가 훨씬 더 힘들 것 같은데요 답변 네 생활수준에 따른 난방 수준 역시 자연스레 다르겠죠. 하지만 문제는 평양 시민도 우리가 흔히 생각하는 따뜻한 생활 을 하는 것은 아니라는 사실입니다. 북한이탈주민 분께 직접 들어봤습니다. 인터뷰 ☎ 노현정 NK경제인연합회 회장 탈북민 출신 난로가 안 되니깐 전기가 안 들어오고 하니 그렇게 옷을 다 껴입고 수건까지도 얼굴에 다 감고…. 눈썹 위에 성에가 끼고 해요. 심각한 전력난에 시달리는 만큼 도심 건물도 추위를 피할 수 없다는 설명입니다. 또 지방은 땔감으로 쓸 나무는 물론 풀뿌리조차 찾기 힘든 환경이기 때문에 혹독한 추위에 삶을 마감하는 경우도 적지 않다고 전했습니다. 질문3 그런데 정작 북한 당국 또는 관영 언론을 보면 겨울스포츠 홍보가 한창이라고요 답변 네 최근 북한 방송을 보면 스케이트장과 스키장을 즐기는 북한 주민들 모습이 여럿 담겼는데요. 앞서 설명 드리던 상황과는 상반된 모습입니다. 때문에 해당 영상은 북한 주민이 아닌 해외 관광객을 대상으로 하고 있다는 분석이 나오고 있습니다. 최근에는 북한 스키장을 이용하는 러시아 여성 인플루언서의 영상이 때마침 주목돼 화제가 되기도 했는데요. 인터뷰 러시아 인플루언서 제가 북한에 두 달 정도 산다는 거 아시죠 1월 초에는 마식령 스키장에 갈 기회가 있었어요. 북한은 인터넷이나 SNS 사용이 상당히 제한되는 국가인 만큼 해당 영상에는 러시아 대사관이 연관돼 있을 수 있다는 분석도 나오는 중입니다. 질문4 자국민보다 관광객을 더 신경쓴다는 건데 결국 외화를 벌기 위해서겠어요 답변 맞습니다. 극심한 경제난을 대북 제재와 무관한 관광 사업으로 돌파하겠다는 의지로 해석됩니다. 실제 다음 달 9일부터는 러시아 관광객 100여 명이 마식령 스키장 단체 방문을 예정하고 있는 것으로도 알려졌는데요. 코로나19 이후 처음 맞이하는 해외 단체 손님이 되는 건데 북한은 앞으로도 러시아·중국을 향한 대외 홍보를 계속해서 이어갈 것으로 보입니다. 앵커 겨울 추위를 두고 펼처진 상반된 모습이 인상 깊네요. 여기까지 듣겠습니다.,0.0029225407196221387
탈북민정착지원협의회 다음 달 2일 개최...북한이탈주민의 날 제정 협의,통일부는 다음 달 2일 문승현 차관 주재로 북한이탈주민 보호 및 정착지원협의회 를 연다고 밝혔습니다. 이번 회의에는 20개 중앙부처와 3개 자치단체가 참석해 윤석열 대통령이 지난 16일 지시한 북한이탈주민의 날 제정과 탈북민 정착 지원 강화 방안을 논의합니다. 문 차관은 앞서 다음 달 1일엔 충남 공주에서 열리는 북한이탈주민정착지원사무소 교육 과정인 가정문화체험 에 동참하고 충남 예산에 들러 국내 정착에 성공한 탈북민 김나현 씨의 사업장을 방문할 예정입니다.,0.0030957064361841675
데일리안 오늘뉴스 종합 윤 대통령 이태원 참사 특별법 거부권 행사…취임 후 5번째 동에 번쩍 서에 번쩍…북한 이틀 만에 순항미사일 또 쐈다 등,윤석열 대통령이 30일 경기 성남 판교제2테크노밸리 기업지원허브에서 상생의 디지털 국민권익 보호 주제로 열린 일곱 번째 국민과 함께하는 민생토론회에서 관련 영상을 시청하고 있다. ⓒ대통령실 데일리안 황인욱 기자 윤 대통령 이태원 참사 특별법 거부권 행사…취임 후 5번째 윤석열 대통령이 이태원 참사 특별법에 대한 재의요구권 거부권 을 행사했다. 윤 대통령의 거부권 행사는 취임 후 5번째다. 개별 법안으로 보면 9건째다. 대통령실은 30일 오후 윤 대통령이 오늘 오전 국무총리 주재 국무회의에서 의결된 10·29 이태원 참사 피해자 권리보장과 진상규명 및 재발방지를 위한 특별법안 재의요구안 을 재가했다 고 밝혔다. 앞서 정부는 이날 한덕수 국무총리 주재로 열린 국무회의에서 이태원 참사 특별법 재의요구안을 상정해 심의·의결했다. 동에 번쩍 서에 번쩍…북한 이틀 만에 순항미사일 또 쐈다 북한이 동서해를 오가며 순항미사일 도발을 거듭하고 있다. 합동참모본부는 30일 우리 군은 오늘 오전 7시경 북측 서해상으로 발사한 미상 순항미사일 수 발을 포착했다 며 한미 정보당국이 정밀분석 중 이라고 밝혔다. 앞서 북한은 지난 24일과 28일에도 순항미사일 도발에 나선 바 있다. 일본 외무상 독도는 일본 고유의 영토 …외교부 즉각 항의 일본 외무상이 연례 외교연설에서 한국 고유 영토인 독도를 일본 땅이라고 주장했다. 이에 정부는 강력 항의했다. 가미카와 요코 일본 외무상은 30일 정기국회 외교연설에서 역사적 사실에 비춰 봐도 국제법상으로도 일본 고유의 영토 라며 이러한 기본적인 입장에 근거해 의연하게 대응하겠다 고 말했다. 이번 외교연설이 새삼스러운 일은 아니며 일본 외무상은 문재인정권 시절을 포함해 지난 11년간 빠짐없이 독도가 일본 땅이라는 망언을 지속해 왔다. 이재명 피습 후 정치인 살인예고 6건…경찰 엄정히 단속할 것 더불어민주당 이재명 대표와 국민의힘 배현진 의원 피습 사건으로 정치인들의 신변 안전 우려가 커지는 가운데 이달에만 정치인을 대상으로 한 살인 예고가 최소 6건 발생해 경찰이 수사 중인 것으로 파악됐다. 30일 연합뉴스에 따르면 이 대표가 습격당한 지난 3일 이후 이날 현재까지 전국에서 경찰이 수사하는 정치인 살인 예고·협박 사건은 총 6건이다. 경찰은 이 가운데 4건의 피의자를 검거했고 2건은 아직 추적 중이다. 예고 대상은 이 대표가 4건으로 가장 많고 국민의힘 한동훈 비상대책위원장 1건 민주당사 1건이다. 국민·신한·하나·농협 4개 은행 ELS 판매 전면 중단 종합 홍콩 항셍중국기업지수 H지수 주가연계증권 ELS 대규모 손실 사태로 주요 은행들이 ELS를 당분간 팔지 않겠다고 선언했다. 5대 은행 중 KB국민·신한·하나·NH농협 등 4곳의 은행이 ELS 관련 상품 판매를 전격 중단했다. 30일 금융권에 따르면 국민과 신한은행은 이날 비예금상품위원회를 열고 오후에 ELS 상품 판매를 전면 중단키로 결정했다. 北 홍콩·리비아 재외공관도 철수…외교부 계속 주시 중 북한이 홍콩과 리비아 재외공관도 철수한 것으로 확인됐다. 북한 재외공관의 잇따른 폐쇄는 재정난 때문으로 분석된다. 외교부가 30일 홈페이지에 게시한 북한 재외공관 현황에 따르면 지난해 12월 기준 북한 공관 수는 44곳 뿐이다. 본래 46곳이었는데 2곳이 줄어들었다. 줄어든 공관 2곳은 홍콩과 리비아다.,0.010007502267248381
북한 이틀 만에 순항미사일 도발...서해상으로 여러 발 발사,김정은 북한 국무위원장이 지난 28일 현지시각 신형 잠수함발사전략순항미사일 SLCM 불화살 3 31형 시험발사를 지도했다고 29일 북한 조선중앙TV가 보도했다. 조선중앙TV 뉴시스 북한이 서해상으로 순항미사일 발사를 감행했다. 잠수함발사순항미사일 SLCM 불화살 3 31 도발 이후 이틀 만이다. 30일 합동참모본부는 북한이 이날 오전 7시쯤 북측 서해 상으로 발사한 순항미사일 수 발을 포착했다 고 밝혔다. 합참은 한미 정보당국이 정밀분석 중에 있다 며 우리 군은 감시 및 경계를 강화한 가운데 미측과 긴밀하게 공조하고 있으며 북한의 활동을 면밀히 주시하고 있다 고 덧붙였다. 북한은 지난 24일 불화살 3 31 순항미사일을 서해에서 28일에는 같은 미사일을 함경남도 신포에서 잠수함발사전략순항미사일 으로 발사했다고 밝힌 바 있다.,0.0913212438053456
북한 이틀 만에 또 순항미사일 여러 발 발사,북한이 2021년 9월 11일과 12일 실시한 신형 장거리순항미사일 시험발사 장면. 〈사진 조선중앙통신〉 북한이 이틀 만에 또 순항미사일을 발사했습니다. 우리 군은 오늘 30일 07시쯤 북측 서해 상으로 발사한 미상 순항미사일 여러 발을 포착했다 며 현재 한미 정보당국이 정밀분석 중 이라고 밝혔습니다. 이어 감시 및 경계를 강화한 가운데 미국 측과 긴밀하게 공조하고 있으며 북한의 활동을 면밀히 주시하고 있다 고 덧붙였습니다. 북한이 순항미사일을 발사한 것은 지난 28일에 이어 이틀 만입니다.,0.1571081254823121
속보 합참 북한 서해상으로 순항미사일 발사,합동참모본부는 30일 북한이 이날 오전 7시쯤 북측 서해 상으로 발사한 순항미사일 수 발을 포착했다 고 밝혔다. 발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.,0.3362452029508389
‘순항미사일핵잠수함’ 집착하는 북한…노림수는,앵커 왜 순항미사일일까요 탄도미사일보다 사거리는 짧지만 발사 초기에 탐지되지 않아서 가까운 목표물을 정밀 타격하는게 가능하기 때문입니다. 특히 잠수함에서 발사하는 순항미사일은 멀리 떨어진 목표물도 위협합니다. 핵 무력 완성의 마지막 단계인 핵 잠수함 개발을 위해 북한은 러시아 등과 군사협력 강도를 강화하고 있습니다. 임종빈 기자가 보도합니다. 리포트 북한이 핵잠수함 개발 계획을 공개한 건 2021년 1월. 노동당 당대회에서 핵잠수함 건조를 핵심 과업으로 제시했습니다. 조선중앙TV 2021년 1월 핵 장거리 타격 능력을 제고하는 데서 중요한 의의를 가지는 핵잠수함과 수중발사핵전략무기를 보유할 데 대한 과업이 상정되었습니다. 최근 김정은 북한 국무위원장은 핵추진 잠수함 사업의 집행 방안에 대한 중요 결론을 제시하며 진척을 독려하기도 했습니다. 소형원자로를 동력원으로 사용하는 핵잠수함은 재래식 잠수함과 달리 수중에서 무한작전이 가능하다는 평가를 받고 있습니다. 사거리가 비교적 짧은 순항미사일로도 미국 본토 가까이에서 기습 타격이 가능한 치명적인 무기 체계가 될 수 있는 겁니다. 그러나 북한이 실제 기술력을 확보했는지는 미지수입니다. 핵잠수함을 건조하기 위해서는 핵 동력 체계뿐만 아니라 심해에서 견딜 수 있는 선체와 배관을 갖춰야 하는 등 재래식 잠수함과 비교해 모든 부분에서 고도의 기술력이 필요합니다. 그럼에도 북한이 핵잠수함 건조를 공언하는 이유는 미국을 상대로 핵 균형을 이루기 어려운 상태에서 공격 체계를 다각화했다는 점을 과시해 대외 협상력을 끌어올리려는 의도라는 분석입니다. 최일 잠수함연구소장 손원일함 초대 함장 핵잠수함이 어떤 상징성도 있고 주변국에서 많이 긴장을 하겠죠. 그것을 노리는데 현 기술 수준은 북한 잠수함의 건조 기술은 전 세계에서 가장 낮죠. 다만 중국이나 최근 북한이 군사 협력을 강화하는 러시아의 지원으로 기술적 진전이 빨라질 수 있어 우리 군이 수중 킬체인 강화 등을 통해 대응 단계를 높여야 한다는 지적도 나옵니다. KBS 뉴스 임종빈입니다.,0.5027803452066923
북한 김화군 인민생활 향상 사례 조명…지방경제 발전 강조,평양 노동신문 뉴스1 북한 노동당 기관지 노동신문은 30일 김화군의 지방공업공장들에서 지난 2년간 공업 생산액이 2배 이상으로 장성하고 군 인민들의 사상정신 상태와 물질문화생활 영역에서 놀라운 진전이 이룩되고 있다 면서 이는 당의 지방공업 발전 정책의 정당성과 생활력을 뚜렷이 실증해 준다 라고 전했다.,0.6587296336608119
북한 지방경제 발전 부각…인민들이 실질적 덕 본다,평양 노동신문 뉴스1 북한 노동당 기관지 노동신문은 30일 김화군의 지방공업공장들에서 지난 2년간 공업 생산액이 2배 이상으로 장성하고 군 인민들의 사상정신 상태와 물질문화생활 영역에서 놀라운 진전이 이룩되고 있다 면서 이는 당의 지방공업 발전 정책의 정당성과 생활력을 뚜렷이 실증해 준다 라고 전했다.,0.6587296336608119
지방경제 발전 기조 강조하는 북한…김화군 공업 생산액 2배,평양 노동신문 뉴스1 북한 노동당 기관지 노동신문은 30일 김화군의 지방공업공장들에서 지난 2년간 공업 생산액이 2배 이상으로 장성하고 군 인민들의 사상정신 상태와 물질문화생활 영역에서 놀라운 진전이 이룩되고 있다 면서 이는 당의 지방공업 발전 정책의 정당성과 생활력을 뚜렷이 실증해 준다 라고 전했다.,0.6587296336608119
북한 김화군 공업 생산액 2배 증가 선전…지방경제 발전 강조,평양 노동신문 뉴스1 북한 노동당 기관지 노동신문은 30일 김화군의 지방공업공장들에서 지난 2년간 공업 생산액이 2배 이상으로 장성하고 군 인민들의 사상정신 상태와 물질문화생활 영역에서 놀라운 진전이 이룩되고 있다 면서 이는 당의 지방공업 발전 정책의 정당성과 생활력을 뚜렷이 실증해 준다 라고 전했다.,0.6587296336608119
